,Movie Name,Genre,Country,Release Date,Percentage User score,Description,Movie link
6179,Angelique: The Road To Versailles,"['Adventure', 'Mystery', 'Romance']",FR,1965-07-07,67,"Angelique is saved by the king of the cutthroats when she is endangered in the streets of Paris. After her hero is killed, she has many amorous affairs and becomes a successful businesswoman.",https://www.themoviedb.org/movie/44453-merveilleuse-angelique
6180,Disobedience,"['Drama', 'Romance']",IE,2018-11-30,69,"A woman learns about the death of her Orthodox Jewish father, a rabbi. She returns home and has romantic feelings rekindled for her best childhood friend, who is now married to her cousin.",https://www.themoviedb.org/movie/419743-disobedience
6181,Suddenly,"['Thriller', 'Drama', 'Adventure']",FR,2023-12-06,60,"Ben and Laura are a passionate but volatile couple who embark on a round-the-world sailing adventure to give their relationship a new start. During their trip, they decide to explore a vast deserted island which they discover off the coast of Chile. Caught in a violent storm, they shelter in an abandoned whaling station for the night but wake up the next morning to find their boat has disappeared. Stranded in a hostile environment with no means of communication, dwindling supplies and winter approaching they must work together in a life and death battle for survival, that will challenge their feelings and change their relationship forever.",https://www.themoviedb.org/movie/843843-soudain-seuls
6182,Marie Antoinette,"['Drama', 'History']",US,2006-10-20,67,"The retelling of France’s iconic but ill-fated queen, Marie Antoinette. From her betrothal and marriage to Louis XVI at 15 to her reign as queen at 19 and ultimately the fall of Versailles.",https://www.themoviedb.org/movie/1887-marie-antoinette
6183,Clerks,['Comedy'],US,1994-10-19,74,"Convenience and video store clerks Dante and Randal are sharp-witted, potty-mouthed and bored out of their minds. So in between needling customers, the counter jockeys play hockey on the roof, visit a funeral home and deal with their love lives.",https://www.themoviedb.org/movie/2292-clerks
6184,Yu Pui Tsuen,[],HK,1986-12-12,54,"Adapted from the same infamous ancient text as the popular 1992 opus Sex and Zen, this film. Mei Yeung-sun is a man of letters who is less than thrilled with his sex life with his comely young wife Ti Yuk-xiang. Yet when Mei uncovers the family sex manual, their physical relationship improves considerably. So successful is the transformation that the two spend all of their time in the sack, much to the consternation of the girl's father. Later, Mei leaves home supposedly to become an official in the big city. In fact, Mei really plans to troll around the countryside and have sex with as many women as possible. Thanks to the advice of master thief Tsoi Kwun-lung, Mei visits a noted doctor and leaves the place with a massive newly installed penis. Brimming with cocksure confidence, he soon seduces lonely housewife Yim-fong. Her thuggish husband Kuan Low-si soon gets his revenge.",https://www.themoviedb.org/movie/646749
6185,Arthur 3: The War of the Two Worlds,"['Animation', 'Adventure', 'Fantasy', 'Family']",FR,2010-10-13,58,"With Maltazard now seven feet tall and Arthur still two inches small, our hero must find a way to grow back to his normal size and stop the Evil M once and for all, with the help of Selenia and Betameche.",https://www.themoviedb.org/movie/42949-arthur-3-la-guerre-des-deux-mondes
6186,The Village,"['Drama', 'Mystery', 'Thriller']",EG,2004-09-29,65,"When a willful young man tries to venture beyond his sequestered Pennsylvania hamlet, his actions set off a chain of chilling incidents that will alter the community forever.",https://www.themoviedb.org/movie/6947-the-village
6187,My Father's Mexican Wedding,"['Comedy', 'Romance']",ES,2023-02-17,59,"Ana, a young Spanish woman who has just been dumped by her boyfriend, and her brother Tono, receive a call from their father to tell him that he is getting married in Mexico to a woman he met on the Internet. When they get there, they discover that the girl is 30 years younger than her father and they begin to live with her new in-laws, with the inevitable cultural clashes that this will entail.",https://www.themoviedb.org/movie/809363-juntos-pero-no-revueltos
6188,The Return of the Pink Panther,"['Comedy', 'Crime', 'Mystery']",US,1975-05-21,68,The famous Pink Panther jewel has once again been stolen and Inspector Clouseau is called in to catch the thief. The Inspector is convinced that 'The Phantom' has returned and utilises all of his resources – himself and his Asian manservant – to reveal the identity of 'The Phantom'.,https://www.themoviedb.org/movie/11843-the-return-of-the-pink-panther
6189,Sacrificio,[],AR,2022-08-31,0,"Digital animation short about the feelings brought about by a sexual encounter. A hybrid tale of erotism, accidents, and S&M spirit.",https://www.themoviedb.org/movie/1039987-sacrificio
6190,Sabrina,"['Comedy', 'Romance']",US,1995-12-15,62,"An ugly duckling having undergone a remarkable change, still harbors feelings for her crush: a carefree playboy, but not before his business-focused brother has something to say about it.",https://www.themoviedb.org/movie/11860-sabrina
6191,Boyhood,['Drama'],US,2014-07-11,75,"The film tells a story of a divorced couple trying to raise their young son. The story follows the boy for twelve years, from first grade at age 6 through 12th grade at age 17-18, and examines his relationship with his parents as he grows.",https://www.themoviedb.org/movie/85350-boyhood
6192,The Aristocats,"['Animation', 'Comedy', 'Family', 'Adventure']",US,1970-12-24,73,"When Madame Adelaide Bonfamille leaves her fortune to Duchess and her children—Bonfamille’s beloved family of cats—the butler plots to steal the money and kidnaps the legatees, leaving them out on a country road. All seems lost until the wily Thomas O’Malley Cat and his jazz-playing alley cats come to the aristocats’ rescue.",https://www.themoviedb.org/movie/10112-the-aristocats
6193,Sweeney Todd: The Demon Barber of Fleet Street,"['Drama', 'Horror']",US,2007-12-20,72,"The infamous story of Benjamin Barker, a.k.a Sweeney Todd, who sets up a barber shop down in London which is the basis for a sinister partnership with his fellow tenant, Mrs. Lovett. Based on the hit Broadway musical.",https://www.themoviedb.org/movie/13885-sweeney-todd-the-demon-barber-of-fleet-street
6194,Inside the Mind of a Cat,['Documentary'],US,2022-08-18,73,Cat experts dive into the mind of the feline to reveal the true capabilities of the pouncing pet in this captivating and cuddly documentary.,https://www.themoviedb.org/movie/1003180-inside-the-mind-of-a-cat
6195,Night at the Museum: Battle of the Smithsonian,"['Adventure', 'Fantasy', 'Action', 'Comedy', 'Family']",US,2009-05-21,61,"Hapless museum night watchman Larry Daley must help his living, breathing exhibit friends out of a pickle now that they've been transferred to the archives at the Smithsonian Institution. Larry's (mis)adventures this time include close encounters with Amelia Earhart, Abe Lincoln and Ivan the Terrible.",https://www.themoviedb.org/movie/18360-night-at-the-museum-battle-of-the-smithsonian
6196,Ghost Sweeper Mikami,"['Animation', 'Action', 'Adventure', 'Comedy', 'Fantasy', 'Horror']",JP,1994-12-04,66,"Meet Mikami - the SEXY leader of one of Japan's most successful independent ghost-busting agencies. Together with her eclectic team of exorcists, she's prepared to do battle with any supernatural adversary - but only for the right price!  When an ancient spirit enlists her aid to deal with a re-incarnated foe, Mikami gets more than she bargained for. As the wicked Nosferatu - a vampire lord able to absorb the very life essence of his victims - begins to turn the city's inhabitants into mindless zombies, Mikami's team must race against time to save Tokyo from destruction.  Watch The Ultimate Vampire Slayer in this fast, fun and furious supernatural action-adventure!",https://www.themoviedb.org/movie/129213
6197,Game of Love,"['Romance', 'Drama']",IT,2022-10-27,62,"Follows Vivien and Roy as their love story continues and leads them to Roy’s childhood home in Sicily to prepare for the sale of the family estate. During the visit, a mysterious woman arrives and befriends Vivien, much to Roy’s displeasure. Tensions build and lines are crossed as secrets from Roy’s past force the couple to face aspects of their relationship they did not know existed.",https://www.themoviedb.org/movie/888479-game-of-love
6198,Code Geass: Akito the Exiled 4: Memories of Hatred,"['Action', 'Animation']",JP,2015-07-04,59,"While W-0 is away, Leila and the remaining crew at base find themselves surrounded by Britannian Knightmares. Piloting the Vercingetorix, Shin Hyuuga leads the enemy charge, having usurped the position of Grand Master in the Knights of St. Michael. With her core members unavailable, it's up to Leila to protect her comrades, but this may be much tougher than she realizes: a spy lurking among them is finally ready to reveal himself.  Left with no choice but to surrender, Leila arranges a meeting with Shin in order to ensure the safety of her squad. But as negotiations begin to fall apart, Akito and an unexpected ally return in the nick of time to turn things around.",https://www.themoviedb.org/movie/347187-4
6199,Storks,"['Adventure', 'Animation', 'Comedy', 'Family']",US,2016-09-23,67,"Storks deliver babies…or at least they used to. Now they deliver packages for a global internet retail giant. Junior, the company’s top delivery stork, is about to be promoted when he accidentally activates the Baby Making Machine, producing an adorable and wholly unauthorized baby girl...",https://www.themoviedb.org/movie/332210-storks
6200,My Best Friend's Wedding,"['Comedy', 'Romance']",US,1997-06-19,66,"When she receives word that her longtime platonic pal Michael O'Neal is getting married to debutante Kimberly Wallace, food critic Julianne Potter realizes her true feelings for Michael -- and sets out to sabotage the wedding.",https://www.themoviedb.org/movie/8874-my-best-friend-s-wedding
